EmpId,EmpShift,DeptId,Zone,DateTime,ToolScanTime,Img
EMP281,8:30,DEPT4,AZ,2023-09-13 08:51:00,1.01,AZ_20230913_EMP281
EMP254,8:30,DEPT3,AZ,2023-09-13 08:51:00,1.02,AZ_20230913_EMP254
EMP292,8:30,DEPT1,AZ,2023-09-13 08:52:00,0.98,AZ_20230913_EMP292
EMP337,8:30,DEPT4,AZ,2023-09-13 08:52:00,1.04,AZ_20230913_EMP337
EMP318,8:30,DEPT4,AZ,2023-09-13 08:52:00,1.01,AZ_20230913_EMP318
EMP048,8:30,DEPT4,HQ,2023-09-13 08:52:00,0.52,HQ_20230913_EMP048
EMP324,8:30,DEPT4,AZ,2023-09-13 08:52:00,1.05,AZ_20230913_EMP324
EMP093,8:30,DEPT4,HQ,2023-09-13 08:52:00,0.49,HQ_20230913_EMP093
EMP228,8:30,DEPT3,AZ,2023-09-13 08:52:00,0.98,AZ_20230913_EMP228
EMP104,8:30,DEPT4,HQ,2023-09-13 08:53:00,0.53,HQ_20230913_EMP104
EMP249,8:30,DEPT3,AZ,2023-09-13 08:53:00,1.0,AZ_20230913_EMP249
EMP303,8:30,DEPT3,AZ,2023-09-13 08:53:00,1.01,AZ_20230913_EMP303
EMP122,8:30,DEPT4,HQ,2023-09-13 08:54:00,0.51,HQ_20230913_EMP122
EMP085,8:30,DEPT2,HQ,2023-09-13 08:54:00,0.47,HQ_20230913_EMP085
EMP100,8:30,DEPT1,HQ,2023-09-13 08:54:00,0.53,HQ_20230913_EMP100
EMP338,8:30,DEPT1,AZ,2023-09-13 08:54:00,1.06,AZ_20230913_EMP338
EMP348,8:30,DEPT4,AZ,2023-09-13 08:54:00,1.06,AZ_20230913_EMP348
EMP227,8:30,DEPT4,AZ,2023-09-13 08:54:00,1.01,AZ_20230913_EMP227
EMP341,8:30,DEPT3,AZ,2023-09-13 08:54:00,0.97,AZ_20230913_EMP341
EMP353,8:30,DEPT2,AZ,2023-09-13 08:55:00,1.03,AZ_20230913_EMP353
EMP239,8:30,DEPT2,AZ,2023-09-13 08:55:00,1.07,AZ_20230913_EMP239
EMP305,8:30,DEPT1,AZ,2023-09-13 08:55:00,1.04,AZ_20230913_EMP305
EMP283,8:30,DEPT3,AZ,2023-09-13 08:55:00,1.03,AZ_20230913_EMP283
EMP275,8:30,DEPT4,AZ,2023-09-13 08:55:00,0.99,AZ_20230913_EMP275
EMP266,8:30,DEPT2,AZ,2023-09-13 08:55:00,1.06,AZ_20230913_EMP266
EMP244,8:30,DEPT4,AZ,2023-09-13 08:55:00,1.06,AZ_20230913_EMP244
EMP234,8:30,DEPT1,AZ,2023-09-13 08:56:00,1.04,AZ_20230913_EMP234
EMP289,8:30,DEPT2,AZ,2023-09-13 08:56:00,0.95,AZ_20230913_EMP289
EMP342,8:30,DEPT4,AZ,2023-09-13 08:56:00,1.03,AZ_20230913_EMP342
EMP264,8:30,DEPT4,AZ,2023-09-13 08:56:00,1.0,AZ_20230913_EMP264
EMP257,8:30,DEPT3,AZ,2023-09-13 08:56:00,1.06,AZ_20230913_EMP257
EMP251,8:30,DEPT1,AZ,2023-09-13 08:56:00,1.05,AZ_20230913_EMP251
EMP352,8:30,DEPT3,AZ,2023-09-13 08:56:00,1.05,AZ_20230913_EMP352
EMP331,8:30,DEPT3,AZ,2023-09-13 08:56:00,1.04,AZ_20230913_EMP331
EMP237,8:30,DEPT4,AZ,2023-09-13 08:56:00,1.01,AZ_20230913_EMP237
EMP240,8:30,DEPT3,AZ,2023-09-13 08:57:00,1.05,AZ_20230913_EMP240
EMP322,8:30,DEPT4,AZ,2023-09-13 08:57:00,1.05,AZ_20230913_EMP322
EMP323,8:30,DEPT4,AZ,2023-09-13 08:57:00,1.0,AZ_20230913_EMP323
EMP229,8:30,DEPT4,AZ,2023-09-13 08:57:00,1.03,AZ_20230913_EMP229
EMP070,8:30,DEPT2,HQ,2023-09-13 08:57:00,0.52,HQ_20230913_EMP070
EMP293,8:30,DEPT4,AZ,2023-09-13 08:57:00,1.06,AZ_20230913_EMP293
EMP233,8:30,DEPT2,AZ,2023-09-13 08:57:00,0.98,AZ_20230913_EMP233
EMP310,8:30,DEPT2,AZ,2023-09-13 08:58:00,1.03,AZ_20230913_EMP310
EMP350,8:30,DEPT3,AZ,2023-09-13 08:58:00,1.01,AZ_20230913_EMP350
EMP282,8:30,DEPT3,AZ,2023-09-13 08:58:00,0.98,AZ_20230913_EMP282
EMP268,8:30,DEPT1,AZ,2023-09-13 08:58:00,1.06,AZ_20230913_EMP268
EMP252,8:30,DEPT1,AZ,2023-09-13 08:58:00,1.05,AZ_20230913_EMP252
EMP241,8:30,DEPT4,AZ,2023-09-13 08:58:00,1.06,AZ_20230913_EMP241
EMP311,8:30,DEPT2,AZ,2023-09-13 08:58:00,1.06,AZ_20230913_EMP311
EMP073,8:30,DEPT1,HQ,2023-09-13 08:58:00,0.46,HQ_20230913_EMP073
EMP343,8:30,DEPT4,AZ,2023-09-13 08:59:00,0.94,AZ_20230913_EMP343
EMP335,8:30,DEPT4,AZ,2023-09-13 08:59:00,1.01,AZ_20230913_EMP335
EMP050,8:30,DEPT3,HQ,2023-09-13 08:59:00,0.51,HQ_20230913_EMP050
EMP061,8:30,DEPT4,HQ,2023-09-13 08:59:00,0.47,HQ_20230913_EMP061
EMP075,8:30,DEPT4,HQ,2023-09-13 08:59:00,0.52,HQ_20230913_EMP075
EMP354,8:30,DEPT3,AZ,2023-09-13 08:59:00,1.06,AZ_20230913_EMP354
EMP247,8:30,DEPT1,AZ,2023-09-13 08:59:00,1.05,AZ_20230913_EMP247
EMP248,8:30,DEPT4,AZ,2023-09-13 08:59:00,0.99,AZ_20230913_EMP248
EMP351,8:30,DEPT4,AZ,2023-09-13 08:59:00,1.05,AZ_20230913_EMP351
EMP063,8:30,DEPT3,HQ,2023-09-13 09:00:00,0.49,HQ_20230913_EMP063
EMP255,8:30,DEPT3,AZ,2023-09-13 09:00:00,0.97,AZ_20230913_EMP255
EMP295,8:30,DEPT2,AZ,2023-09-13 09:00:00,1.15,AZ_20230913_EMP295
EMP309,8:30,DEPT4,AZ,2023-09-13 09:01:00,0.97,AZ_20230913_EMP309
EMP336,8:30,DEPT3,AZ,2023-09-13 09:01:00,0.98,AZ_20230913_EMP336
EMP287,8:30,DEPT1,AZ,2023-09-13 09:01:00,0.98,AZ_20230913_EMP287
EMP226,8:30,DEPT3,AZ,2023-09-13 09:02:00,1.05,AZ_20230913_EMP226
EMP051,8:30,DEPT3,HQ,2023-09-13 09:03:00,0.51,HQ_20230913_EMP051
EMP258,8:30,DEPT4,AZ,2023-09-13 09:03:00,0.96,AZ_20230913_EMP258
EMP265,8:30,DEPT3,AZ,2023-09-13 09:03:00,0.98,AZ_20230913_EMP265
EMP321,8:30,DEPT4,AZ,2023-09-13 09:04:00,1.06,AZ_20230913_EMP321
EMP231,8:30,DEPT3,AZ,2023-09-13 09:05:00,0.96,AZ_20230913_EMP231
EMP376,9:00,DEPT4,AZ,2023-09-13 09:06:00,1.06,AZ_20230913_EMP376
EMP263,8:30,DEPT3,AZ,2023-09-13 09:09:00,1.04,AZ_20230913_EMP263
EMP285,8:30,DEPT3,AZ,2023-09-13 09:11:00,0.96,AZ_20230913_EMP285
EMP393,9:00,DEPT2,AZ,2023-09-13 09:12:00,0.95,AZ_20230913_EMP393
EMP359,9:00,DEPT4,AZ,2023-09-13 09:12:00,1.04,AZ_20230913_EMP359
EMP381,9:00,DEPT4,AZ,2023-09-13 09:13:00,1.05,AZ_20230913_EMP381
EMP357,9:00,DEPT1,AZ,2023-09-13 09:13:00,1.01,AZ_20230913_EMP357
EMP387,9:00,DEPT2,AZ,2023-09-13 09:15:00,1.04,AZ_20230913_EMP387
EMP375,9:00,DEPT3,AZ,2023-09-13 09:17:00,1.05,AZ_20230913_EMP375
EMP388,9:00,DEPT3,AZ,2023-09-13 09:17:00,1.05,AZ_20230913_EMP388
EMP392,9:00,DEPT3,AZ,2023-09-13 09:17:00,1.06,AZ_20230913_EMP392
EMP395,9:00,DEPT4,AZ,2023-09-13 09:18:00,0.97,AZ_20230913_EMP395
EMP261,8:30,DEPT4,AZ,2023-09-13 09:18:00,1.04,AZ_20230913_EMP261
EMP367,9:00,DEPT4,AZ,2023-09-13 09:18:00,1.07,AZ_20230913_EMP367
EMP383,9:00,DEPT1,AZ,2023-09-13 09:18:00,0.99,AZ_20230913_EMP383
EMP386,9:00,DEPT4,AZ,2023-09-13 09:19:00,1.05,AZ_20230913_EMP386
EMP363,9:00,DEPT2,AZ,2023-09-13 09:20:00,0.98,AZ_20230913_EMP363
EMP364,9:00,DEPT4,AZ,2023-09-13 09:20:00,1.03,AZ_20230913_EMP364
EMP371,9:00,DEPT3,AZ,2023-09-13 09:20:00,1.05,AZ_20230913_EMP371
EMP385,9:00,DEPT4,AZ,2023-09-13 09:21:00,1.05,AZ_20230913_EMP385
EMP356,9:00,DEPT4,AZ,2023-09-13 09:21:00,0.98,AZ_20230913_EMP356
EMP389,9:00,DEPT3,AZ,2023-09-13 09:22:00,1.02,AZ_20230913_EMP389
EMP397,9:00,DEPT1,AZ,2023-09-13 09:22:00,0.94,AZ_20230913_EMP397
EMP373,9:00,DEPT3,AZ,2023-09-13 09:22:00,0.99,AZ_20230913_EMP373
EMP380,9:00,DEPT2,AZ,2023-09-13 09:22:00,1.03,AZ_20230913_EMP380
EMP368,9:00,DEPT3,AZ,2023-09-13 09:23:00,0.97,AZ_20230913_EMP368
EMP394,9:00,DEPT4,AZ,2023-09-13 09:23:00,1.07,AZ_20230913_EMP394
EMP377,9:00,DEPT3,AZ,2023-09-13 09:23:00,1.01,AZ_20230913_EMP377
EMP365,9:00,DEPT4,AZ,2023-09-13 09:23:00,1.05,AZ_20230913_EMP365
EMP362,9:00,DEPT4,AZ,2023-09-13 09:24:00,1.01,AZ_20230913_EMP362
EMP384,9:00,DEPT4,AZ,2023-09-13 09:25:00,1.0,AZ_20230913_EMP384
EMP369,9:00,DEPT3,AZ,2023-09-13 09:25:00,1.04,AZ_20230913_EMP369
EMP372,9:00,DEPT1,AZ,2023-09-13 09:25:00,1.01,AZ_20230913_EMP372
EMP391,9:00,DEPT4,AZ,2023-09-13 09:26:00,1.04,AZ_20230913_EMP391
EMP390,9:00,DEPT4,AZ,2023-09-13 09:26:00,0.97,AZ_20230913_EMP390
EMP361,9:00,DEPT4,AZ,2023-09-13 09:26:00,1.05,AZ_20230913_EMP361
EMP355,9:00,DEPT1,AZ,2023-09-13 09:27:00,1.05,AZ_20230913_EMP355
EMP358,9:00,DEPT4,AZ,2023-09-13 09:27:00,1.05,AZ_20230913_EMP358
EMP360,9:00,DEPT4,AZ,2023-09-13 09:27:00,1.04,AZ_20230913_EMP360
EMP378,9:00,DEPT4,AZ,2023-09-13 09:28:00,1.05,AZ_20230913_EMP378
EMP379,9:00,DEPT2,AZ,2023-09-13 09:28:00,1.05,AZ_20230913_EMP379
EMP398,9:00,DEPT4,AZ,2023-09-13 09:28:00,1.04,AZ_20230913_EMP398
EMP382,9:00,DEPT4,AZ,2023-09-13 09:29:00,1.04,AZ_20230913_EMP382
EMP370,9:00,DEPT3,AZ,2023-09-13 09:29:00,0.95,AZ_20230913_EMP370
EMP396,9:00,DEPT1,AZ,2023-09-13 09:29:00,1.04,AZ_20230913_EMP396
EMP152,9:30,DEPT1,HQ,2023-09-13 09:31:00,0.52,HQ_20230913_EMP152
EMP374,9:00,DEPT4,AZ,2023-09-13 09:31:00,1.06,AZ_20230913_EMP374
EMP138,9:30,DEPT1,HQ,2023-09-13 09:31:00,0.46,HQ_20230913_EMP138
EMP189,9:30,DEPT4,HQ,2023-09-13 09:31:00,0.47,HQ_20230913_EMP189
EMP181,9:30,DEPT4,HQ,2023-09-13 09:31:00,0.45,HQ_20230913_EMP181
EMP399,9:00,DEPT1,AZ,2023-09-13 09:33:00,1.01,AZ_20230913_EMP399
EMP147,9:30,DEPT4,HQ,2023-09-13 09:34:00,0.48,HQ_20230913_EMP147
EMP142,9:30,DEPT3,HQ,2023-09-13 09:34:00,0.52,HQ_20230913_EMP142
EMP177,9:30,DEPT4,HQ,2023-09-13 09:34:00,0.42,HQ_20230913_EMP177
EMP145,9:30,DEPT2,HQ,2023-09-13 09:35:00,0.49,HQ_20230913_EMP145
EMP154,9:30,DEPT2,HQ,2023-09-13 09:36:00,0.49,HQ_20230913_EMP154
EMP184,9:30,DEPT4,HQ,2023-09-13 09:36:00,0.45,HQ_20230913_EMP184
EMP155,9:30,DEPT4,HQ,2023-09-13 09:37:00,0.49,HQ_20230913_EMP155
EMP148,9:30,DEPT4,HQ,2023-09-13 09:37:00,0.45,HQ_20230913_EMP148
EMP172,9:30,DEPT3,HQ,2023-09-13 09:37:00,0.42,HQ_20230913_EMP172
EMP150,9:30,DEPT4,HQ,2023-09-13 09:38:00,0.48,HQ_20230913_EMP150
EMP197,9:30,DEPT4,HQ,2023-09-13 09:38:00,0.53,HQ_20230913_EMP197
EMP161,9:30,DEPT4,HQ,2023-09-13 09:38:00,0.52,HQ_20230913_EMP161
EMP164,9:30,DEPT4,HQ,2023-09-13 09:39:00,0.53,HQ_20230913_EMP164
EMP165,9:30,DEPT4,HQ,2023-09-13 09:40:00,0.49,HQ_20230913_EMP165
EMP170,9:30,DEPT3,HQ,2023-09-13 09:40:00,0.51,HQ_20230913_EMP170
EMP200,9:30,DEPT4,HQ,2023-09-13 09:40:00,0.45,HQ_20230913_EMP200
EMP137,9:30,DEPT4,HQ,2023-09-13 09:40:00,0.49,HQ_20230913_EMP137
EMP140,9:30,DEPT2,HQ,2023-09-13 09:40:00,0.44,HQ_20230913_EMP140
EMP144,9:30,DEPT4,HQ,2023-09-13 09:41:00,0.54,HQ_20230913_EMP144
EMP149,9:30,DEPT1,HQ,2023-09-13 09:41:00,0.48,HQ_20230913_EMP149
EMP143,9:30,DEPT4,HQ,2023-09-13 09:41:00,0.52,HQ_20230913_EMP143
EMP139,9:30,DEPT4,HQ,2023-09-13 09:42:00,0.53,HQ_20230913_EMP139
EMP153,9:30,DEPT3,HQ,2023-09-13 09:42:00,0.49,HQ_20230913_EMP153
EMP173,9:30,DEPT4,HQ,2023-09-13 09:44:00,0.47,HQ_20230913_EMP173
EMP175,9:30,DEPT2,HQ,2023-09-13 09:44:00,0.51,HQ_20230913_EMP175
EMP163,9:30,DEPT3,HQ,2023-09-13 09:44:00,0.45,HQ_20230913_EMP163
EMP183,9:30,DEPT3,HQ,2023-09-13 09:44:00,0.44,HQ_20230913_EMP183
EMP186,9:30,DEPT3,HQ,2023-09-13 09:45:00,0.49,HQ_20230913_EMP186
EMP194,9:30,DEPT1,HQ,2023-09-13 09:46:00,0.45,HQ_20230913_EMP194
EMP199,9:30,DEPT1,HQ,2023-09-13 09:46:00,0.45,HQ_20230913_EMP199
EMP141,9:30,DEPT1,HQ,2023-09-13 09:46:00,0.51,HQ_20230913_EMP141
EMP169,9:30,DEPT4,HQ,2023-09-13 09:47:00,0.47,HQ_20230913_EMP169
EMP185,9:30,DEPT1,HQ,2023-09-13 09:47:00,0.48,HQ_20230913_EMP185
EMP195,9:30,DEPT4,HQ,2023-09-13 09:47:00,0.53,HQ_20230913_EMP195
EMP168,9:30,DEPT3,HQ,2023-09-13 09:49:00,0.51,HQ_20230913_EMP168
EMP158,9:30,DEPT4,HQ,2023-09-13 09:49:00,0.49,HQ_20230913_EMP158
EMP191,9:30,DEPT2,HQ,2023-09-13 09:51:00,0.49,HQ_20230913_EMP191
EMP193,9:30,DEPT3,HQ,2023-09-13 09:51:00,0.53,HQ_20230913_EMP193
EMP366,9:00,DEPT1,AZ,2023-09-13 09:53:00,0.95,AZ_20230913_EMP366
EMP146,9:30,DEPT4,HQ,2023-09-13 09:53:00,0.44,HQ_20230913_EMP146
EMP171,9:30,DEPT4,HQ,2023-09-13 09:53:00,0.49,HQ_20230913_EMP171
EMP179,9:30,DEPT4,HQ,2023-09-13 09:55:00,0.48,HQ_20230913_EMP179
EMP196,9:30,DEPT1,HQ,2023-09-13 09:58:00,0.47,HQ_20230913_EMP196
EMP182,9:30,DEPT1,HQ,2023-09-13 09:59:00,0.49,HQ_20230913_EMP182
EMP187,9:30,DEPT4,HQ,2023-09-13 10:03:00,0.46,HQ_20230913_EMP187
EMP160,9:30,DEPT3,HQ,2023-09-13 10:06:00,0.53,HQ_20230913_EMP160
EMP216,6:30,DEPT4,AZ,2023-09-14 06:34:00,1.02,AZ_20230914_EMP216
EMP220,6:30,DEPT4,AZ,2023-09-14 06:40:00,0.98,AZ_20230914_EMP220
EMP211,6:30,DEPT4,AZ,2023-09-14 06:41:00,0.99,AZ_20230914_EMP211
EMP218,6:30,DEPT3,AZ,2023-09-14 06:45:00,1.02,AZ_20230914_EMP218
EMP204,6:30,DEPT4,AZ,2023-09-14 06:46:00,1.07,AZ_20230914_EMP204
EMP219,6:30,DEPT2,AZ,2023-09-14 06:48:00,1.06,AZ_20230914_EMP219
EMP213,6:30,DEPT1,AZ,2023-09-14 06:48:00,1.04,AZ_20230914_EMP213
EMP203,6:30,DEPT1,AZ,2023-09-14 06:49:00,1.02,AZ_20230914_EMP203
EMP212,6:30,DEPT4,AZ,2023-09-14 06:50:00,1.07,AZ_20230914_EMP212
EMP209,6:30,DEPT1,AZ,2023-09-14 06:50:00,1.04,AZ_20230914_EMP209
EMP221,6:30,DEPT4,AZ,2023-09-14 06:54:00,1.08,AZ_20230914_EMP221
EMP208,6:30,DEPT2,AZ,2023-09-14 06:56:00,1.01,AZ_20230914_EMP208
EMP215,6:30,DEPT2,AZ,2023-09-14 06:56:00,1.09,AZ_20230914_EMP215
EMP205,6:30,DEPT3,AZ,2023-09-14 06:56:00,1.01,AZ_20230914_EMP205
EMP207,6:30,DEPT4,AZ,2023-09-14 06:57:00,0.99,AZ_20230914_EMP207
EMP202,6:30,DEPT1,AZ,2023-09-14 06:57:00,1.06,AZ_20230914_EMP202
EMP217,6:30,DEPT3,AZ,2023-09-14 06:59:00,1.08,AZ_20230914_EMP217
EMP214,6:30,DEPT3,AZ,2023-09-14 06:59:00,1.0,AZ_20230914_EMP214
EMP210,6:30,DEPT3,AZ,2023-09-14 07:01:00,0.98,AZ_20230914_EMP210
EMP206,6:30,DEPT4,AZ,2023-09-14 07:04:00,1.07,AZ_20230914_EMP206
EMP008,7:30,DEPT4,HQ,2023-09-14 07:34:00,0.51,HQ_20230914_EMP008
EMP005,7:30,DEPT3,HQ,2023-09-14 07:36:00,0.49,HQ_20230914_EMP005
EMP013,7:30,DEPT3,HQ,2023-09-14 07:36:00,0.48,HQ_20230914_EMP013
EMP032,7:30,DEPT4,HQ,2023-09-14 07:36:00,0.57,HQ_20230914_EMP032
EMP015,7:30,DEPT4,HQ,2023-09-14 07:37:00,0.47,HQ_20230914_EMP015
EMP012,7:30,DEPT4,HQ,2023-09-14 07:37:00,0.53,HQ_20230914_EMP012
EMP018,7:30,DEPT4,HQ,2023-09-14 07:37:00,0.52,HQ_20230914_EMP018
EMP019,7:30,DEPT2,HQ,2023-09-14 07:37:00,0.49,HQ_20230914_EMP019
EMP001,7:30,DEPT4,HQ,2023-09-14 07:38:00,0.52,HQ_20230914_EMP001
EMP023,7:30,DEPT4,HQ,2023-09-14 07:39:00,0.49,HQ_20230914_EMP023
EMP030,7:30,DEPT3,HQ,2023-09-14 07:40:00,0.56,HQ_20230914_EMP030
EMP024,7:30,DEPT1,HQ,2023-09-14 07:41:00,0.46,HQ_20230914_EMP024
EMP007,7:30,DEPT4,HQ,2023-09-14 07:41:00,0.48,HQ_20230914_EMP007
EMP006,7:30,DEPT4,HQ,2023-09-14 07:42:00,0.42,HQ_20230914_EMP006
EMP022,7:30,DEPT4,HQ,2023-09-14 07:44:00,0.43,HQ_20230914_EMP022
EMP021,7:30,DEPT4,HQ,2023-09-14 07:45:00,0.44,HQ_20230914_EMP021
EMP014,7:30,DEPT4,HQ,2023-09-14 07:47:00,0.43,HQ_20230914_EMP014
EMP031,7:30,DEPT3,HQ,2023-09-14 07:50:00,0.53,HQ_20230914_EMP031
EMP028,7:30,DEPT2,HQ,2023-09-14 07:50:00,0.44,HQ_20230914_EMP028
EMP011,7:30,DEPT3,HQ,2023-09-14 07:50:00,0.45,HQ_20230914_EMP011
EMP027,7:30,DEPT4,HQ,2023-09-14 07:54:00,0.44,HQ_20230914_EMP027
EMP029,7:30,DEPT2,HQ,2023-09-14 07:55:00,0.48,HQ_20230914_EMP029
EMP020,7:30,DEPT4,HQ,2023-09-14 07:55:00,0.49,HQ_20230914_EMP020
EMP009,7:30,DEPT3,HQ,2023-09-14 07:55:00,0.52,HQ_20230914_EMP009
EMP017,7:30,DEPT4,HQ,2023-09-14 07:58:00,0.41,HQ_20230914_EMP017
EMP004,7:30,DEPT1,HQ,2023-09-14 07:58:00,0.44,HQ_20230914_EMP004
EMP326,8:30,DEPT3,AZ,2023-09-14 08:31:00,1.07,AZ_20230914_EMP326
EMP070,8:30,DEPT2,HQ,2023-09-14 08:31:00,0.57,HQ_20230914_EMP070
EMP086,8:30,DEPT3,HQ,2023-09-14 08:31:00,0.52,HQ_20230914_EMP086
EMP088,8:30,DEPT1,HQ,2023-09-14 08:31:00,0.51,HQ_20230914_EMP088
EMP340,8:30,DEPT4,AZ,2023-09-14 08:31:00,1.09,AZ_20230914_EMP340
EMP129,8:30,DEPT1,HQ,2023-09-14 08:31:00,0.55,HQ_20230914_EMP129
EMP316,8:30,DEPT4,AZ,2023-09-14 08:31:00,1.02,AZ_20230914_EMP316
EMP093,8:30,DEPT4,HQ,2023-09-14 08:31:00,0.42,HQ_20230914_EMP093
EMP072,8:30,DEPT2,HQ,2023-09-14 08:32:00,0.49,HQ_20230914_EMP072
EMP039,8:30,DEPT3,HQ,2023-09-14 08:32:00,0.51,HQ_20230914_EMP039
EMP262,8:30,DEPT4,AZ,2023-09-14 08:32:00,1.06,AZ_20230914_EMP262
EMP117,8:30,DEPT3,HQ,2023-09-14 08:32:00,0.48,HQ_20230914_EMP117
EMP271,8:30,DEPT3,AZ,2023-09-14 08:32:00,1.07,AZ_20230914_EMP271
EMP246,8:30,DEPT1,AZ,2023-09-14 08:33:00,1.08,AZ_20230914_EMP246
EMP054,8:30,DEPT4,HQ,2023-09-14 08:33:00,0.44,HQ_20230914_EMP054
EMP049,8:30,DEPT1,HQ,2023-09-14 08:33:00,0.45,HQ_20230914_EMP049
EMP043,8:30,DEPT4,HQ,2023-09-14 08:33:00,0.51,HQ_20230914_EMP043
EMP313,8:30,DEPT4,AZ,2023-09-14 08:34:00,1.04,AZ_20230914_EMP313
EMP110,8:30,DEPT2,HQ,2023-09-14 08:34:00,0.42,HQ_20230914_EMP110
EMP294,8:30,DEPT3,AZ,2023-09-14 08:34:00,1.06,AZ_20230914_EMP294
EMP253,8:30,DEPT4,AZ,2023-09-14 08:35:00,1.01,AZ_20230914_EMP253
EMP323,8:30,DEPT4,AZ,2023-09-14 08:35:00,0.99,AZ_20230914_EMP323
EMP079,8:30,DEPT4,HQ,2023-09-14 08:35:00,0.56,HQ_20230914_EMP079
EMP111,8:30,DEPT4,HQ,2023-09-14 08:36:00,0.48,HQ_20230914_EMP111
EMP344,8:30,DEPT4,AZ,2023-09-14 08:36:00,1.06,AZ_20230914_EMP344
EMP327,8:30,DEPT3,AZ,2023-09-14 08:36:00,1.05,AZ_20230914_EMP327
EMP050,8:30,DEPT3,HQ,2023-09-14 08:36:00,0.53,HQ_20230914_EMP050
EMP224,8:30,DEPT4,AZ,2023-09-14 08:36:00,1.04,AZ_20230914_EMP224
EMP074,8:30,DEPT4,HQ,2023-09-14 08:37:00,0.55,HQ_20230914_EMP074
EMP120,8:30,DEPT3,HQ,2023-09-14 08:37:00,0.44,HQ_20230914_EMP120
EMP319,8:30,DEPT3,AZ,2023-09-14 08:37:00,1.05,AZ_20230914_EMP319
EMP252,8:30,DEPT1,AZ,2023-09-14 08:37:00,1.06,AZ_20230914_EMP252
EMP038,8:30,DEPT4,HQ,2023-09-14 08:37:00,0.45,HQ_20230914_EMP038
EMP048,8:30,DEPT4,HQ,2023-09-14 08:38:00,0.44,HQ_20230914_EMP048
EMP266,8:30,DEPT2,AZ,2023-09-14 08:38:00,1.02,AZ_20230914_EMP266
EMP310,8:30,DEPT2,AZ,2023-09-14 08:38:00,0.98,AZ_20230914_EMP310
EMP298,8:30,DEPT4,AZ,2023-09-14 08:38:00,0.99,AZ_20230914_EMP298
EMP101,8:30,DEPT1,HQ,2023-09-14 08:38:00,0.43,HQ_20230914_EMP101
EMP226,8:30,DEPT3,AZ,2023-09-14 08:38:00,1.07,AZ_20230914_EMP226
EMP108,8:30,DEPT4,HQ,2023-09-14 08:39:00,0.48,HQ_20230914_EMP108
EMP133,8:30,DEPT2,HQ,2023-09-14 08:39:00,0.48,HQ_20230914_EMP133
EMP301,8:30,DEPT1,AZ,2023-09-14 08:39:00,1.06,AZ_20230914_EMP301
EMP091,8:30,DEPT4,HQ,2023-09-14 08:39:00,0.48,HQ_20230914_EMP091
EMP082,8:30,DEPT3,HQ,2023-09-14 08:39:00,0.53,HQ_20230914_EMP082
EMP071,8:30,DEPT4,HQ,2023-09-14 08:39:00,0.43,HQ_20230914_EMP071
EMP290,8:30,DEPT2,AZ,2023-09-14 08:39:00,1.08,AZ_20230914_EMP290
EMP124,8:30,DEPT4,HQ,2023-09-14 08:40:00,0.49,HQ_20230914_EMP124
EMP260,8:30,DEPT3,AZ,2023-09-14 08:40:00,0.98,AZ_20230914_EMP260
EMP113,8:30,DEPT4,HQ,2023-09-14 08:40:00,0.52,HQ_20230914_EMP113
EMP329,8:30,DEPT3,AZ,2023-09-14 08:40:00,1.07,AZ_20230914_EMP329
EMP100,8:30,DEPT1,HQ,2023-09-14 08:40:00,0.48,HQ_20230914_EMP100
EMP089,8:30,DEPT4,HQ,2023-09-14 08:40:00,0.52,HQ_20230914_EMP089
EMP097,8:30,DEPT1,HQ,2023-09-14 08:40:00,0.44,HQ_20230914_EMP097
EMP104,8:30,DEPT4,HQ,2023-09-14 08:40:00,0.41,HQ_20230914_EMP104
EMP092,8:30,DEPT4,HQ,2023-09-14 08:40:00,0.51,HQ_20230914_EMP092
EMP312,8:30,DEPT4,AZ,2023-09-14 08:40:00,1.06,AZ_20230914_EMP312
EMP107,8:30,DEPT3,HQ,2023-09-14 08:41:00,0.45,HQ_20230914_EMP107
EMP352,8:30,DEPT3,AZ,2023-09-14 08:41:00,1.06,AZ_20230914_EMP352
EMP320,8:30,DEPT3,AZ,2023-09-14 08:41:00,0.98,AZ_20230914_EMP320
EMP044,8:30,DEPT3,HQ,2023-09-14 08:42:00,0.42,HQ_20230914_EMP044
EMP119,8:30,DEPT4,HQ,2023-09-14 08:42:00,0.47,HQ_20230914_EMP119
EMP094,8:30,DEPT3,HQ,2023-09-14 08:42:00,0.48,HQ_20230914_EMP094
EMP081,8:30,DEPT3,HQ,2023-09-14 08:42:00,0.57,HQ_20230914_EMP081
EMP084,8:30,DEPT4,HQ,2023-09-14 08:42:00,0.49,HQ_20230914_EMP084
EMP116,8:30,DEPT4,HQ,2023-09-14 08:43:00,0.53,HQ_20230914_EMP116
EMP057,8:30,DEPT3,HQ,2023-09-14 08:43:00,0.49,HQ_20230914_EMP057
EMP099,8:30,DEPT3,HQ,2023-09-14 08:43:00,0.53,HQ_20230914_EMP099
EMP058,8:30,DEPT3,HQ,2023-09-14 08:43:00,0.49,HQ_20230914_EMP058
EMP075,8:30,DEPT4,HQ,2023-09-14 08:43:00,0.47,HQ_20230914_EMP075
EMP131,8:30,DEPT3,HQ,2023-09-14 08:43:00,0.44,HQ_20230914_EMP131
